camera,segment,kind,frame,onnx_score,native_score,score_delta,iou
lfw,all,rgb,rgb/Charla_Moye_0001.ppm,0.917204,0.917204,1.192e-7,1.000000
lfw,all,rgb,rgb/Charlene_Barshefsky_0001.ppm,0.950791,0.950791,1.192e-7,1.000000
lfw,all,rgb,rgb/Charles_Bell_0001.ppm,0.913601,0.913601,5.960e-8,1.000000
lfw,all,rgb,rgb/Charles_Bronson_0001.ppm,0.946349,0.946349,1.192e-7,1.000000
lfw,all,rgb,rgb/Charles_Bronson_0002.ppm,0.895532,0.895532,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Bronson_0003.ppm,0.924014,0.924014,1.192e-7,1.000000
lfw,all,rgb,rgb/Charles_Chandler_IV_0001.ppm,0.901298,0.901298,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Cope_0001.ppm,0.946696,0.946696,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Grassley_0001.ppm,0.868988,0.868988,5.960e-8,1.000000
lfw,all,rgb,rgb/Charles_Grassley_0002.ppm,0.924716,0.924716,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Holzner_0001.ppm,0.821827,0.821828,1.192e-7,1.000000
lfw,all,rgb,rgb/Charles_Ingram_0001.ppm,0.928315,0.928315,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Kartman_0001.ppm,0.918560,0.918560,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Kartman_0002.ppm,0.917106,0.917106,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Lebois_0001.ppm,0.913763,0.913763,1.192e-7,1.000000
lfw,all,rgb,rgb/Charles_Mathews_0001.ppm,0.914670,0.914670,0.000e0,0.999999
lfw,all,rgb,rgb/Charles_Mathews_0002.ppm,0.892165,0.892165,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Moose_0001.ppm,0.982158,0.982158,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Moose_0002.ppm,0.950681,0.950681,1.192e-7,1.000000
lfw,all,rgb,rgb/Charles_Moose_0003.ppm,0.944506,0.944506,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Moose_0004.ppm,0.926439,0.926439,5.960e-8,1.000000
lfw,all,rgb,rgb/Charles_Moose_0005.ppm,0.888518,0.888519,1.788e-7,1.000000
lfw,all,rgb,rgb/Charles_Moose_0006.ppm,0.952916,0.952916,1.192e-7,1.000000
lfw,all,rgb,rgb/Charles_Moose_0007.ppm,0.969492,0.969492,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Moose_0008.ppm,0.953979,0.953979,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Moose_0009.ppm,0.933923,0.933923,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Moose_0010.ppm,0.958767,0.958767,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Moose_0011.ppm,0.853209,0.853209,5.960e-8,1.000000
lfw,all,rgb,rgb/Charles_Moose_0012.ppm,0.944367,0.944367,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Moose_0013.ppm,0.964696,0.964696,5.960e-8,1.000000
lfw,all,rgb,rgb/Charles_Pickering_0001.ppm,0.911463,0.911463,5.960e-8,1.000000
lfw,all,rgb,rgb/Charles_Pouty_0001.ppm,0.965177,0.965177,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Richardson_0001.ppm,0.906718,0.906718,1.192e-7,1.000000
lfw,all,rgb,rgb/Charles_Rogers_0001.ppm,0.944699,0.944699,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Schumer_0001.ppm,0.926783,0.926783,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Schumer_0002.ppm,0.825577,0.825577,1.192e-7,1.000000
lfw,all,rgb,rgb/Charles_Tannok_0001.ppm,0.964340,0.964340,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Taylor_0001.ppm,0.913087,0.913087,1.192e-7,1.000000
lfw,all,rgb,rgb/Charles_Taylor_0002.ppm,0.934575,0.934575,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Taylor_0003.ppm,0.951084,0.951084,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Taylor_0004.ppm,0.969643,0.969643,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Taylor_0005.ppm,0.910383,0.910382,1.192e-7,1.000000
lfw,all,rgb,rgb/Charles_Taylor_0006.ppm,0.924351,0.924351,1.192e-7,0.999999
lfw,all,rgb,rgb/Charles_Taylor_0007.ppm,0.924853,0.924853,0.000e0,1.000000
lfw,all,rgb,rgb/Charles_Taylor_0008.ppm,0.912350,0.912350,1.192e-7,1.000000
lfw,all,rgb,rgb/Charles_Taylor_0009.ppm,0.943615,0.943615,0.000e0,1.000000
lfw,all,rgb,rgb/Charley_Armey_0001.ppm,0.931196,0.931196,0.000e0,1.000000
lfw,all,rgb,rgb/Charlie_Coles_0001.ppm,0.904870,0.904870,1.192e-7,1.000000
lfw,all,rgb,rgb/Charlie_Deane_0001.ppm,0.954327,0.954327,0.000e0,1.000000
lfw,all,rgb,rgb/Charlie_Garner_0001.ppm,0.936931,0.936931,5.960e-8,0.999999
lfw,all,rgb,rgb/Charlie_Hunnam_0001.ppm,0.928103,0.928103,0.000e0,1.000000
lfw,all,rgb,rgb/Charlie_Sheen_0001.ppm,0.933816,0.933816,1.192e-7,1.000000
lfw,all,rgb,rgb/Charlie_Williams_0001.ppm,0.894187,0.894187,1.192e-7,1.000000
lfw,all,rgb,rgb/Charlie_Zaa_0001.ppm,0.931378,0.931378,1.192e-7,1.000000
lfw,all,rgb,rgb/Charlie_Zaa_0002.ppm,0.972225,0.972225,5.960e-8,1.000000
lfw,all,rgb,rgb/Charlize_Theron_0001.ppm,0.950436,0.950436,1.192e-7,1.000000
lfw,all,rgb,rgb/Charlotte_Casiraghi_0001.ppm,0.922027,0.922027,1.192e-7,1.000000
lfw,all,rgb,rgb/Charlotte_Chambers_0001.ppm,0.946865,0.946865,0.000e0,1.000000
lfw,all,rgb,rgb/Charlotte_Church_0001.ppm,0.968263,0.968263,0.000e0,1.000000
lfw,all,rgb,rgb/Charlotte_Rampling_0001.ppm,0.922520,0.922520,1.788e-7,1.000000
lfw,all,rgb,rgb/Charlotte_Rampling_0002.ppm,0.935730,0.935730,0.000e0,1.000000
lfw,all,rgb,rgb/Charlton_Heston_0001.ppm,0.961657,0.961657,0.000e0,1.000000
lfw,all,rgb,rgb/Charlton_Heston_0002.ppm,0.902726,0.902726,0.000e0,1.000000
lfw,all,rgb,rgb/Charlton_Heston_0003.ppm,0.916762,0.916762,1.192e-7,1.000000
lfw,all,rgb,rgb/Charlton_Heston_0004.ppm,0.918171,0.918171,1.192e-7,1.000000
lfw,all,rgb,rgb/Charlton_Heston_0005.ppm,0.932814,0.932814,5.960e-8,0.999999
lfw,all,rgb,rgb/Charlton_Heston_0006.ppm,0.922791,0.922791,0.000e0,1.000000
lfw,all,rgb,rgb/Charmaine_Crooks_0001.ppm,0.931276,0.931276,1.192e-7,1.000000
lfw,all,rgb,rgb/Chawki_Armali_0001.ppm,0.955102,0.955102,1.192e-7,1.000000
lfw,all,rgb,rgb/Chea_Sophara_0001.ppm,0.985895,0.985895,0.000e0,0.999999
lfw,all,rgb,rgb/Chelsea_Clinton_0001.ppm,0.935921,0.935921,1.192e-7,1.000000
lfw,all,rgb,rgb/Chen_Kaige_0001.ppm,0.973823,0.973823,0.000e0,1.000000
lfw,all,rgb,rgb/Chen_Liang_Yu_0001.ppm,0.954580,0.954580,0.000e0,1.000000
lfw,all,rgb,rgb/Chen_Liang_Yu_0002.ppm,0.943886,0.943886,1.192e-7,1.000000
lfw,all,rgb,rgb/Chen_Shui-bian_0001.ppm,0.910155,0.910155,0.000e0,1.000000
lfw,all,rgb,rgb/Chen_Shui-bian_0002.ppm,0.904505,0.904505,0.000e0,1.000000
lfw,all,rgb,rgb/Chen_Shui-bian_0003.ppm,0.951016,0.951016,1.192e-7,1.000000
lfw,all,rgb,rgb/Chen_Shui-bian_0004.ppm,0.951311,0.951311,0.000e0,1.000000
lfw,all,rgb,rgb/Chen_Shui-bian_0005.ppm,0.943065,0.943065,0.000e0,1.000000
lfw,all,rgb,rgb/Chen_Tsai-chin_0001.ppm,0.986630,0.986630,0.000e0,1.000000
lfw,all,rgb,rgb/Cherie_Blair_0001.ppm,0.965539,0.965539,0.000e0,1.000000
lfw,all,rgb,rgb/Cherie_Blair_0002.ppm,0.905070,0.905070,0.000e0,1.000000
lfw,all,rgb,rgb/Cherie_Blair_0003.ppm,0.941081,0.941080,1.192e-7,1.000000
lfw,all,rgb,rgb/Cherie_Blair_0004.ppm,0.963095,0.963095,0.000e0,1.000000
lfw,all,rgb,rgb/Cherry_Jones_0001.ppm,0.934769,0.934769,1.192e-7,1.000000
lfw,all,rgb,rgb/Cheryl_Ford_0001.ppm,0.902960,0.902961,1.192e-7,1.000000
lfw,all,rgb,rgb/Cheryl_Hines_0001.ppm,0.933262,0.933262,0.000e0,1.000000
lfw,all,rgb,rgb/Cheryl_James_0001.ppm,0.929940,0.929940,0.000e0,1.000000
lfw,all,rgb,rgb/Cheryl_Little_0001.ppm,0.931957,0.931957,0.000e0,0.999999
lfw,all,rgb,rgb/Cheryl_Tiegs_0001.ppm,0.904367,0.904367,0.000e0,0.999999
lfw,all,rgb,rgb/Chhouk_Rin_0001.ppm,0.958857,0.958857,5.960e-8,1.000000
lfw,all,rgb,rgb/Chick_Hearn_0001.ppm,0.950840,0.950840,0.000e0,1.000000
lfw,all,rgb,rgb/Chick_Hearn_0002.ppm,0.945128,0.945128,0.000e0,1.000000
lfw,all,rgb,rgb/Chick_Hearn_0003.ppm,0.925702,0.925702,0.000e0,1.000000
lfw,all,rgb,rgb/Chin-Feng_Chen_0001.ppm,0.934656,0.934656,0.000e0,1.000000
lfw,all,rgb,rgb/Chin-Hui_Tsao_0001.ppm,0.953264,0.953264,0.000e0,1.000000
lfw,all,rgb,rgb/Chip_Burrus_0001.ppm,0.919703,0.919703,1.192e-7,1.000000
lfw,all,rgb,rgb/Chip_Ganassi_0001.ppm,0.938828,0.938828,0.000e0,1.000000
lfw,all,rgb,rgb/Chip_Knight_0001.ppm,0.894694,0.894694,0.000e0,1.000000
lfw,all,rgb,rgb/Chistian_Stahl_0001.ppm,0.932909,0.932909,1.192e-7,0.999999
lfw,all,rgb,rgb/Chita_Rivera_0001.ppm,0.937459,0.937459,0.000e0,1.000000
lfw,all,rgb,rgb/Chita_Rivera_0002.ppm,0.916005,0.916005,0.000e0,1.000000
lfw,all,rgb,rgb/Chloe_Sevigny_0001.ppm,0.917747,0.917747,5.960e-8,1.000000
lfw,all,rgb,rgb/Cho_Myung-kyun_0001.ppm,0.945763,0.945763,1.192e-7,1.000000
lfw,all,rgb,rgb/Choi_Sung-hong_0001.ppm,0.811830,0.811830,5.960e-8,1.000000
lfw,all,rgb,rgb/Choi_Sung-hong_0002.ppm,0.912348,0.912348,1.192e-7,1.000000
lfw,all,rgb,rgb/Choi_Sung-hong_0003.ppm,0.915100,0.915101,1.192e-7,1.000000
lfw,all,rgb,rgb/Choi_Sung-hong_0004.ppm,0.938162,0.938162,1.192e-7,1.000000
lfw,all,rgb,rgb/Choi_Sung-hong_0005.ppm,0.949870,0.949870,0.000e0,1.000000
lfw,all,rgb,rgb/Choi_Yun-yong_0001.ppm,0.923402,0.923402,5.960e-8,1.000000
lfw,all,rgb,rgb/Chok_Tong_Goh_0001.ppm,0.934824,0.934824,0.000e0,1.000000
lfw,all,rgb,rgb/Chok_Tong_Goh_0002.ppm,0.935676,0.935676,1.192e-7,1.000000
lfw,all,rgb,rgb/Chris_Andrews_0001.ppm,0.933233,0.933233,0.000e0,0.999999
lfw,all,rgb,rgb/Chris_Bell_0001.ppm,0.970792,0.970792,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Bell_0002.ppm,0.933475,0.933475,1.192e-7,1.000000
lfw,all,rgb,rgb/Chris_Byrd_0001.ppm,0.939184,0.939184,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Byrd_0002.ppm,0.874427,0.874427,5.960e-8,0.999999
lfw,all,rgb,rgb/Chris_Cirino_0001.ppm,0.959131,0.959132,2.384e-7,1.000000
lfw,all,rgb,rgb/Chris_Claiborne_0001.ppm,0.953455,0.953455,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Columbus_0001.ppm,0.966921,0.966921,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Cookson_0001.ppm,0.922921,0.922921,1.192e-7,1.000000
lfw,all,rgb,rgb/Chris_Cooper_0001.ppm,0.918568,0.918568,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Cooper_0002.ppm,0.978962,0.978962,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Cornell_0001.ppm,0.947021,0.947022,1.192e-7,1.000000
lfw,all,rgb,rgb/Chris_Crocker_0001.ppm,0.968713,0.968713,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Dodd_0001.ppm,0.859137,0.859137,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Forsyth_0001.ppm,0.936917,0.936917,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Gratton_0001.ppm,0.916860,0.916860,1.192e-7,1.000000
lfw,all,rgb,rgb/Chris_Hernandez_0001.ppm,0.910486,0.910486,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Klein_0001.ppm,0.852600,0.852600,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Kolanas_0001.ppm,0.937117,0.937117,1.192e-7,1.000000
lfw,all,rgb,rgb/Chris_Matthews_0001.ppm,0.931529,0.931529,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Moore_0001.ppm,0.935703,0.935703,1.192e-7,1.000000
lfw,all,rgb,rgb/Chris_Neil_0001.ppm,0.880298,0.880298,5.960e-8,1.000000
lfw,all,rgb,rgb/Chris_Noth_0001.ppm,0.934348,0.934348,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Penn_0001.ppm,0.900972,0.900972,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Pronger_0001.ppm,0.921879,0.921879,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Reitsma_0001.ppm,0.947873,0.947873,1.192e-7,1.000000
lfw,all,rgb,rgb/Chris_Rock_0001.ppm,0.914048,0.914048,1.192e-7,1.000000
lfw,all,rgb,rgb/Chris_Rock_0002.ppm,0.946691,0.946691,1.192e-7,1.000000
lfw,all,rgb,rgb/Chris_Simon_0001.ppm,0.956710,0.956710,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Swecker_0001.ppm,0.968498,0.968498,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Terry_0001.ppm,0.924716,0.924716,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Thomas_0001.ppm,0.995226,0.995226,0.000e0,0.999999
lfw,all,rgb,rgb/Chris_Tucker_0001.ppm,0.897721,0.897721,0.000e0,1.000000
lfw,all,rgb,rgb/Chris_Tucker_0002.ppm,0.936452,0.936452,1.192e-7,1.000000
lfw,all,rgb,rgb/Chris_Whitney_0001.ppm,0.965930,0.965930,0.000e0,1.000000
lfw,all,rgb,rgb/Christian_Bale_0001.ppm,0.900721,0.900721,5.960e-8,1.000000
lfw,all,rgb,rgb/Christian_Fittipaldi_0001.ppm,0.975737,0.975737,5.960e-8,1.000000
lfw,all,rgb,rgb/Christian_Fittipaldi_0002.ppm,0.928098,0.928098,0.000e0,1.000000
lfw,all,rgb,rgb/Christian_Gimenez_0001.ppm,0.855643,0.855643,1.192e-7,1.000000
lfw,all,rgb,rgb/Christian_Lacroix_0001.ppm,0.934643,0.934643,0.000e0,1.000000
lfw,all,rgb,rgb/Christian_Lirette_0001.ppm,0.910766,0.910766,5.960e-8,1.000000
lfw,all,rgb,rgb/Christian_Longo_0001.ppm,0.947866,0.947866,2.384e-7,1.000000
lfw,all,rgb,rgb/Christian_Longo_0002.ppm,0.918941,0.918941,5.960e-8,0.999999
lfw,all,rgb,rgb/Christian_Longo_0003.ppm,0.916006,0.916006,1.192e-7,1.000000
lfw,all,rgb,rgb/Christian_Malcolm_0001.ppm,0.876602,0.876602,1.192e-7,1.000000
lfw,all,rgb,rgb/Christian_Olsson_0001.ppm,0.955045,0.955045,0.000e0,1.000000
lfw,all,rgb,rgb/Christian_Patino_0001.ppm,0.920286,0.920286,5.960e-8,1.000000
lfw,all,rgb,rgb/Christian_Von_Wernich_0001.ppm,0.885861,0.885861,0.000e0,1.000000
lfw,all,rgb,rgb/Christian_Wulff_0001.ppm,0.912483,0.912483,1.192e-7,1.000000
lfw,all,rgb,rgb/Christian_Wulff_0002.ppm,0.947497,0.947497,0.000e0,1.000000
lfw,all,rgb,rgb/Christiane_Wulff_0001.ppm,0.910193,0.910193,1.192e-7,0.999999
lfw,all,rgb,rgb/Christina_Aguilera_0001.ppm,0.929534,0.929534,0.000e0,1.000000
lfw,all,rgb,rgb/Christina_Aguilera_0002.ppm,0.948359,0.948359,1.192e-7,1.000000
lfw,all,rgb,rgb/Christina_Aguilera_0003.ppm,0.935831,0.935831,0.000e0,1.000000
lfw,all,rgb,rgb/Christina_Aguilera_0004.ppm,0.930791,0.930791,0.000e0,1.000000
lfw,all,rgb,rgb/Christina_Sawaya_0001.ppm,0.942601,0.942601,0.000e0,1.000000
lfw,all,rgb,rgb/Christine_Arron_0001.ppm,0.940252,0.940252,1.192e-7,1.000000
lfw,all,rgb,rgb/Christine_Baumgartner_0001.ppm,0.922150,0.922150,5.960e-8,1.000000
lfw,all,rgb,rgb/Christine_Baumgartner_0002.ppm,0.940973,0.940973,0.000e0,1.000000
lfw,all,rgb,rgb/Christine_Baumgartner_0003.ppm,0.900306,0.900305,1.192e-7,1.000000
lfw,all,rgb,rgb/Christine_Baumgartner_0004.ppm,0.963461,0.963461,0.000e0,1.000000
lfw,all,rgb,rgb/Christine_Baumgartner_0005.ppm,0.926728,0.926728,0.000e0,1.000000
lfw,all,rgb,rgb/Christine_Ebersole_0001.ppm,0.946327,0.946327,0.000e0,0.999999
lfw,all,rgb,rgb/Christine_Ebersole_0002.ppm,0.943324,0.943324,0.000e0,1.000000
lfw,all,rgb,rgb/Christine_Gregoire_0001.ppm,0.915423,0.915423,0.000e0,1.000000
lfw,all,rgb,rgb/Christine_Gregoire_0002.ppm,0.900047,0.900047,5.960e-8,1.000000
lfw,all,rgb,rgb/Christine_Gregoire_0003.ppm,0.959930,0.959930,5.960e-8,1.000000
lfw,all,rgb,rgb/Christine_Gregoire_0004.ppm,0.957849,0.957849,0.000e0,1.000000
lfw,all,rgb,rgb/Christine_Rau_0001.ppm,0.956839,0.956839,0.000e0,1.000000
lfw,all,rgb,rgb/Christine_Todd_Whitman_0001.ppm,0.925048,0.925048,0.000e0,1.000000
lfw,all,rgb,rgb/Christine_Todd_Whitman_0002.ppm,0.895812,0.895812,1.192e-7,1.000000
lfw,all,rgb,rgb/Christine_Todd_Whitman_0003.ppm,0.918592,0.918592,1.192e-7,1.000000
lfw,all,rgb,rgb/Christine_Todd_Whitman_0004.ppm,0.951098,0.951098,0.000e0,1.000000
lfw,all,rgb,rgb/Christine_Todd_Whitman_0005.ppm,0.923027,0.923027,1.192e-7,1.000000
lfw,all,rgb,rgb/Christine_Todd_Whitman_0006.ppm,0.940132,0.940132,1.192e-7,1.000000
lfw,all,rgb,rgb/Christoph_Daum_0001.ppm,0.938707,0.938707,0.000e0,0.999999
lfw,all,rgb,rgb/Christopher_Amolsch_0001.ppm,0.955785,0.955785,5.960e-8,1.000000
lfw,all,rgb,rgb/Christopher_Conyers_0001.ppm,0.927306,0.927306,1.192e-7,1.000000
lfw,all,rgb,rgb/Christopher_Matero_0001.ppm,0.939068,0.939068,0.000e0,1.000000
lfw,all,rgb,rgb/Christopher_Patten_0001.ppm,0.937558,0.937558,0.000e0,1.000000
lfw,all,rgb,rgb/Christopher_Patten_0002.ppm,0.955741,0.955741,1.192e-7,1.000000
lfw,all,rgb,rgb/Christopher_Reeve_0001.ppm,0.917576,0.917576,1.192e-7,1.000000
lfw,all,rgb,rgb/Christopher_Reeve_0002.ppm,0.939642,0.939642,5.960e-8,1.000000
lfw,all,rgb,rgb/Christopher_Reeve_0003.ppm,0.852441,0.852441,1.192e-7,1.000000
lfw,all,rgb,rgb/Christopher_Reeve_0004.ppm,0.893627,0.893627,0.000e0,1.000000
lfw,all,rgb,rgb/Christopher_Russell_0001.ppm,0.908245,0.908245,5.960e-8,1.000000
lfw,all,rgb,rgb/Christopher_Speer_0001.ppm,0.947152,0.947152,0.000e0,1.000000
lfw,all,rgb,rgb/Christopher_Walken_0001.ppm,0.924784,0.924784,0.000e0,1.000000
lfw,all,rgb,rgb/Christopher_Walken_0002.ppm,0.969676,0.969676,0.000e0,1.000000
lfw,all,rgb,rgb/Christopher_Walken_0003.ppm,0.947912,0.947912,0.000e0,1.000000
lfw,all,rgb,rgb/Christopher_Walken_0004.ppm,0.905504,0.905504,0.000e0,1.000000
lfw,all,rgb,rgb/Christopher_Whittle_0001.ppm,0.958264,0.958264,0.000e0,1.000000
lfw,all,rgb,rgb/Christy_Ferer_0001.ppm,0.953993,0.953993,0.000e0,1.000000
lfw,all,rgb,rgb/Christy_Turlington_0001.ppm,0.929224,0.929224,0.000e0,1.000000
lfw,all,rgb,rgb/Chuanyun_Li_0001.ppm,0.966940,0.966940,1.192e-7,1.000000
lfw,all,rgb,rgb/Chuck_Amato_0001.ppm,0.969722,0.969722,0.000e0,1.000000
lfw,all,rgb,rgb/Chuck_Amato_0002.ppm,0.937647,0.937647,0.000e0,1.000000
lfw,all,rgb,rgb/Chuck_Bednarik_0001.ppm,0.964406,0.964406,0.000e0,1.000000
lfw,all,rgb,rgb/Chuck_Eidson_0001.ppm,0.903095,0.903095,0.000e0,1.000000
lfw,all,rgb,rgb/Chuck_Finley_0001.ppm,0.936300,0.936300,0.000e0,1.000000
lfw,all,rgb,rgb/Chuck_Hagel_0001.ppm,0.946202,0.946202,0.000e0,1.000000
lfw,all,rgb,rgb/Chuck_Woolery_0001.ppm,0.916766,0.916766,0.000e0,1.000000
lfw,all,rgb,rgb/Chuck_Yeager_0001.ppm,0.908122,0.908122,1.192e-7,1.000000
lfw,all,rgb,rgb/Chuck_Yeager_0002.ppm,0.908339,0.908338,1.192e-7,1.000000
lfw,all,rgb,rgb/Chung_Mong-hun_0001.ppm,0.905464,0.905464,0.000e0,1.000000
lfw,all,rgb,rgb/Chung_Mong-hun_0002.ppm,0.979221,0.979221,0.000e0,1.000000
lfw,all,rgb,rgb/Chung_Mong-joon_0001.ppm,0.966039,0.966039,0.000e0,1.000000
lfw,all,rgb,rgb/Chung_Mong-joon_0002.ppm,0.954597,0.954597,0.000e0,1.000000
lfw,all,rgb,rgb/Chyung_Dai-chul_0001.ppm,0.925484,0.925484,0.000e0,1.000000
lfw,all,rgb,rgb/Ciaran_Hinds_0001.ppm,0.902015,0.902015,0.000e0,1.000000
lfw,all,rgb,rgb/Cindy_Crawford_0001.ppm,0.903141,0.903142,1.192e-7,0.999999
lfw,all,rgb,rgb/Cindy_Crawford_0002.ppm,0.936870,0.936870,0.000e0,1.000000
lfw,all,rgb,rgb/Cindy_Crawford_0003.ppm,0.873806,0.873806,1.192e-7,0.999999
lfw,all,rgb,rgb/Cindy_Klassen_0001.ppm,0.939484,0.939484,0.000e0,1.000000
lfw,all,rgb,rgb/Cindy_Margolis_0001.ppm,0.923232,0.923232,0.000e0,1.000000
lfw,all,rgb,rgb/Cindy_Margolis_0002.ppm,0.958584,0.958584,0.000e0,1.000000
lfw,all,rgb,rgb/Cindy_Moll_0001.ppm,0.945981,0.945981,1.192e-7,1.000000
lfw,all,rgb,rgb/Cindy_Taylor_0001.ppm,0.961616,0.961616,0.000e0,0.999999
lfw,all,rgb,rgb/Cindy_Zagorski_0001.ppm,0.865267,0.865267,0.000e0,1.000000
lfw,all,rgb,rgb/Ciro_Gomes_0001.ppm,0.956522,0.956522,0.000e0,1.000000
lfw,all,rgb,rgb/Ciro_Gomes_0002.ppm,0.927769,0.927769,0.000e0,0.999999
lfw,all,rgb,rgb/Ciro_Gomes_0003.ppm,0.952890,0.952890,0.000e0,1.000000
lfw,all,rgb,rgb/Ciro_Gomes_0004.ppm,0.945060,0.945060,1.192e-7,1.000000
lfw,all,rgb,rgb/Ciro_Gomes_0005.ppm,0.972581,0.972581,0.000e0,1.000000
lfw,all,rgb,rgb/Claire_Danes_0001.ppm,0.935907,0.935907,0.000e0,1.000000
lfw,all,rgb,rgb/Claire_Danes_0002.ppm,0.916023,0.916023,5.960e-8,0.999999
lfw,all,rgb,rgb/Claire_Danes_0003.ppm,0.932889,0.932889,5.960e-8,1.000000
lfw,all,rgb,rgb/Claire_De_Gryse_0001.ppm,0.923780,0.923779,1.192e-7,1.000000
lfw,all,rgb,rgb/Claire_Hentzen_0001.ppm,0.940843,0.940843,0.000e0,1.000000
lfw,all,rgb,rgb/Claire_Hentzen_0002.ppm,0.907176,0.907176,1.192e-7,1.000000
lfw,all,rgb,rgb/Claire_Leger_0001.ppm,0.943044,0.943044,0.000e0,1.000000
lfw,all,rgb,rgb/Claire_Leger_0002.ppm,0.985253,0.985253,1.192e-7,1.000000
lfw,all,rgb,rgb/Claire_Tomalin_0001.ppm,0.929553,0.929553,0.000e0,1.000000
lfw,all,rgb,rgb/Clara_Harris_0001.ppm,0.933861,0.933861,5.960e-8,1.000000
lfw,all,rgb,rgb/Clara_Harris_0002.ppm,0.959945,0.959945,0.000e0,1.000000
lfw,all,rgb,rgb/Clara_Harris_0003.ppm,0.974048,0.974048,1.192e-7,0.999999
lfw,all,rgb,rgb/Clara_Harris_0004.ppm,0.956053,0.956053,5.960e-8,1.000000
lfw,all,rgb,rgb/Clara_Harris_0005.ppm,0.954504,0.954504,0.000e0,1.000000
lfw,all,rgb,rgb/Clare_Latimer_0001.ppm,0.937868,0.937868,0.000e0,1.000000
lfw,all,rgb,rgb/Clare_Short_0001.ppm,0.963014,0.963014,1.192e-7,0.999999
lfw,all,rgb,rgb/Clare_Short_0002.ppm,0.914972,0.914972,1.192e-7,0.999999
lfw,all,rgb,rgb/Clare_Short_0003.ppm,0.917856,0.917856,5.960e-8,1.000000
lfw,all,rgb,rgb/Clare_Short_0004.ppm,0.944986,0.944986,1.788e-7,1.000000
lfw,all,rgb,rgb/Clark_Randt_0001.ppm,0.867838,0.867838,0.000e0,1.000000
lfw,all,rgb,rgb/Claude_Jorda_0001.ppm,0.921575,0.921575,1.192e-7,1.000000
lfw,all,rgb,rgb/Claudette_Robinson_0001.ppm,0.929334,0.929334,0.000e0,1.000000
lfw,all,rgb,rgb/Claudia_Cardinale_0001.ppm,0.952879,0.952878,1.192e-7,0.999999
lfw,all,rgb,rgb/Claudia_Coslovich_0001.ppm,0.903994,0.903994,1.192e-7,1.000000
lfw,all,rgb,rgb/Claudia_Pechstein_0001.ppm,0.945534,0.945534,0.000e0,1.000000
lfw,all,rgb,rgb/Claudia_Pechstein_0002.ppm,0.904870,0.904870,1.788e-7,1.000000
lfw,all,rgb,rgb/Claudia_Pechstein_0003.ppm,0.889647,0.889647,0.000e0,1.000000
lfw,all,rgb,rgb/Claudia_Pechstein_0004.ppm,0.938754,0.938754,5.960e-8,1.000000
lfw,all,rgb,rgb/Claudia_Pechstein_0005.ppm,0.893704,0.893704,0.000e0,1.000000
lfw,all,rgb,rgb/Claudia_Schiffer_0001.ppm,0.913870,0.913870,0.000e0,1.000000
lfw,all,rgb,rgb/Claudia_Schiffer_0002.ppm,0.891571,0.891571,0.000e0,1.000000
lfw,all,rgb,rgb/Claudia_Schiffer_0003.ppm,0.906234,0.906234,0.000e0,1.000000
