camera,segment,kind,frame,ear_left,ear_right,blink_left,blink_right,jaw_open,brow_inner_up
lfw,all,rgb,rgb/Dave_Ragone_0001.ppm,0.1304,0.2514,0.1736,0.3601,0.0959,0.0000
lfw,all,rgb,rgb/Dave_Robertson_0001.ppm,0.3217,0.3496,0.0624,0.0476,0.1429,0.2429
lfw,all,rgb,rgb/Dave_Tucker_0001.ppm,0.1811,0.2105,0.3001,0.2504,0.1434,0.0000
lfw,all,rgb,rgb/Dave_Wannstedt_0001.ppm,0.3478,0.3448,0.0699,0.0591,0.0163,0.0037
lfw,all,rgb,rgb/Dave_Williams_0001.ppm,0.1418,0.1786,0.3280,0.3454,0.0778,0.0000
lfw,all,rgb,rgb/Davey_Johnson_0001.ppm,0.1572,0.1897,0.3563,0.3166,0.3330,0.0001
lfw,all,rgb,rgb/David_Alpay_0001.ppm,0.3180,0.3208,0.0793,0.0763,0.0050,0.0029
lfw,all,rgb,rgb/David_Anderson_0001.ppm,0.2221,0.3227,0.2660,0.2109,0.0446,0.0006
lfw,all,rgb,rgb/David_Anderson_0002.ppm,0.0985,0.2073,0.3637,0.4742,0.0414,0.0000
lfw,all,rgb,rgb/David_Anderson_0003.ppm,0.0613,0.0472,0.6569,0.5063,0.0414,0.0000
lfw,all,rgb,rgb/David_Anderson_0004.ppm,0.2290,0.2690,0.1983,0.1718,0.1159,0.0009
lfw,all,rgb,rgb/David_Anderson_0005.ppm,0.1893,0.2026,0.4643,0.3787,0.0309,0.0158
lfw,all,rgb,rgb/David_Arquette_0001.ppm,0.1669,0.1475,0.4286,0.2739,0.0080,0.0000
lfw,all,rgb,rgb/David_Ballantyne_0001.ppm,0.4285,0.3752,0.0432,0.0202,0.0151,0.0001
lfw,all,rgb,rgb/David_Beckham_0001.ppm,0.2153,0.2275,0.2473,0.1602,0.0035,0.0000
lfw,all,rgb,rgb/David_Beckham_0002.ppm,0.2116,0.3510,0.1109,0.2482,0.0039,0.0006
lfw,all,rgb,rgb/David_Beckham_0003.ppm,0.1163,0.0609,0.7261,0.3084,0.0063,0.0000
lfw,all,rgb,rgb/David_Beckham_0004.ppm,0.1811,0.1342,0.3764,0.2915,0.0356,0.0000
lfw,all,rgb,rgb/David_Beckham_0005.ppm,0.1204,0.1149,0.4440,0.3825,0.0092,0.0000
lfw,all,rgb,rgb/David_Beckham_0006.ppm,0.2682,0.2757,0.1560,0.1275,0.0497,0.0001
lfw,all,rgb,rgb/David_Beckham_0007.ppm,0.0988,0.1201,0.4857,0.4742,0.1098,0.0000
lfw,all,rgb,rgb/David_Beckham_0008.ppm,0.2217,0.1585,0.3525,0.1971,0.0447,0.0000
lfw,all,rgb,rgb/David_Beckham_0009.ppm,0.3163,0.2222,0.1917,0.1024,0.0515,0.0001
lfw,all,rgb,rgb/David_Beckham_0010.ppm,0.0931,0.1198,0.3197,0.4823,0.0325,0.0000
lfw,all,rgb,rgb/David_Beckham_0011.ppm,0.1377,0.1774,0.3439,0.4276,0.0329,0.0000
lfw,all,rgb,rgb/David_Beckham_0012.ppm,0.2953,0.2892,0.1617,0.0915,0.0057,0.0000
lfw,all,rgb,rgb/David_Beckham_0013.ppm,0.2684,0.2892,0.1344,0.1357,0.0350,0.0002
lfw,all,rgb,rgb/David_Beckham_0014.ppm,0.2015,0.2489,0.1998,0.2268,0.0131,0.0000
lfw,all,rgb,rgb/David_Beckham_0015.ppm,0.1059,0.1512,0.3324,0.3570,0.0848,0.0000
lfw,all,rgb,rgb/David_Beckham_0016.ppm,0.2343,0.2720,0.1994,0.2049,0.0088,0.0035
lfw,all,rgb,rgb/David_Beckham_0017.ppm,0.2096,0.2770,0.1471,0.1658,0.0115,0.0000
lfw,all,rgb,rgb/David_Beckham_0018.ppm,0.1076,0.1025,0.4753,0.3860,0.0873,0.0000
lfw,all,rgb,rgb/David_Beckham_0019.ppm,0.2512,0.3175,0.1730,0.2141,0.0045,0.0001
lfw,all,rgb,rgb/David_Beckham_0020.ppm,0.1586,0.1287,0.4356,0.3260,0.0032,0.0001
lfw,all,rgb,rgb/David_Beckham_0021.ppm,0.3358,0.3267,0.1081,0.0474,0.0146,0.0000
lfw,all,rgb,rgb/David_Beckham_0022.ppm,0.0863,0.2066,0.2955,0.3940,0.1093,0.0000
lfw,all,rgb,rgb/David_Beckham_0023.ppm,0.3388,0.3345,0.0717,0.0416,0.0036,0.0057
lfw,all,rgb,rgb/David_Beckham_0024.ppm,0.3366,0.4675,0.1017,0.1131,0.0009,0.0019
lfw,all,rgb,rgb/David_Beckham_0025.ppm,0.2066,0.2018,0.2288,0.2325,0.0699,0.0000
lfw,all,rgb,rgb/David_Beckham_0026.ppm,0.2342,0.1559,0.3497,0.2149,0.1146,0.0000
lfw,all,rgb,rgb/David_Beckham_0027.ppm,0.2247,0.1969,0.2979,0.1699,0.0421,0.0000
lfw,all,rgb,rgb/David_Beckham_0028.ppm,0.2553,0.1701,0.2862,0.1674,0.2075,0.4146
lfw,all,rgb,rgb/David_Beckham_0029.ppm,0.2797,0.2703,0.1810,0.0928,0.0218,0.0000
lfw,all,rgb,rgb/David_Beckham_0030.ppm,0.1584,0.2064,0.3039,0.2413,0.0562,0.0001
lfw,all,rgb,rgb/David_Beckham_0031.ppm,0.0589,0.1060,0.5331,0.6388,0.0257,0.0009
lfw,all,rgb,rgb/David_Bell_0001.ppm,0.3116,0.2446,0.2094,0.2079,0.0031,0.0005
lfw,all,rgb,rgb/David_Bell_0002.ppm,0.2762,0.1406,0.4454,0.2575,0.0027,0.0003
lfw,all,rgb,rgb/David_Bisbal_0001.ppm,0.2967,0.3038,0.0861,0.0832,0.1525,0.0138
lfw,all,rgb,rgb/David_Blaine_0001.ppm,0.3064,0.2696,0.1568,0.0999,0.0034,0.0006
lfw,all,rgb,rgb/David_Bowie_0001.ppm,0.3075,0.3061,0.0590,0.0473,0.0040,0.0008
lfw,all,rgb,rgb/David_Braley_0001.ppm,0.1648,0.1811,0.4180,0.2571,0.0820,0.0000
lfw,all,rgb,rgb/David_Brent_0001.ppm,0.2095,0.2092,0.2565,0.2409,0.1437,0.0000
lfw,all,rgb,rgb/David_Brinkley_0001.ppm,0.3248,0.3171,0.0322,0.0343,0.0009,0.0001
lfw,all,rgb,rgb/David_Brown_0001.ppm,0.2469,0.2748,0.1456,0.0906,0.0016,0.0000
lfw,all,rgb,rgb/David_Canary_0001.ppm,0.2854,0.3442,0.1340,0.0674,0.0090,0.0006
lfw,all,rgb,rgb/David_Caraway_0001.ppm,0.3420,0.4133,0.0281,0.0259,0.0149,0.0017
lfw,all,rgb,rgb/David_Caraway_0002.ppm,0.3466,0.2061,0.3566,0.1775,0.0007,0.0007
lfw,all,rgb,rgb/David_Carradine_0001.ppm,0.3150,0.3142,0.1313,0.0386,0.0362,0.0000
lfw,all,rgb,rgb/David_Caruso_0001.ppm,0.1905,0.1654,0.4819,0.3278,0.0016,0.0000
lfw,all,rgb,rgb/David_Caruso_0002.ppm,0.2974,0.3355,0.1605,0.1206,0.0034,0.0011
lfw,all,rgb,rgb/David_Caruso_0003.ppm,0.2849,0.3178,0.1551,0.0864,0.0111,0.0002
lfw,all,rgb,rgb/David_Chase_0001.ppm,0.3347,0.3870,0.1043,0.1359,0.0062,0.0627
lfw,all,rgb,rgb/David_Collenette_0001.ppm,0.3463,0.2500,0.2056,0.2432,0.0006,0.0000
lfw,all,rgb,rgb/David_Coulthard_0001.ppm,0.1065,0.1474,0.4472,0.3882,0.0313,0.0000
lfw,all,rgb,rgb/David_Coulthard_0002.ppm,0.2964,0.3007,0.1240,0.1065,0.0015,0.0001
lfw,all,rgb,rgb/David_Dewayne_Williams_0001.ppm,0.1953,0.1657,0.3812,0.4403,0.0397,0.0009
lfw,all,rgb,rgb/David_Dewhurst_0001.ppm,0.1435,0.1574,0.4716,0.3643,0.0456,0.0000
lfw,all,rgb,rgb/David_Dodge_0001.ppm,0.3532,0.3360,0.2037,0.0884,0.1774,0.0006
lfw,all,rgb,rgb/David_Dodge_0002.ppm,0.3565,0.3012,0.1330,0.0739,0.1528,0.0007
lfw,all,rgb,rgb/David_Donohue_0001.ppm,0.3223,0.3901,0.0994,0.0994,0.1869,0.0000
lfw,all,rgb,rgb/David_Dorfman_0001.ppm,0.3441,0.3551,0.0425,0.0313,0.0161,0.0040
lfw,all,rgb,rgb/David_Duke_0001.ppm,0.2614,0.2149,0.2426,0.1340,0.0182,0.0001
lfw,all,rgb,rgb/David_Duval_0001.ppm,0.1723,0.1499,0.3893,0.2521,0.1912,0.0000
lfw,all,rgb,rgb/David_Eldon_0001.ppm,0.3740,0.4279,0.0323,0.0235,0.0423,0.0001
lfw,all,rgb,rgb/David_Gest_0001.ppm,0.3341,0.4055,0.0416,0.0847,0.0068,0.0538
lfw,all,rgb,rgb/David_Glenn_0001.ppm,0.3049,0.2748,0.1143,0.0876,0.0065,0.0001
lfw,all,rgb,rgb/David_Hannay_0001.ppm,0.3553,0.3305,0.1206,0.0269,0.0146,0.0002
lfw,all,rgb,rgb/David_Hanson_0001.ppm,0.3367,0.3166,0.0931,0.0512,0.0015,0.0006
lfw,all,rgb,rgb/David_Hasselhoff_0001.ppm,0.2085,0.2074,0.2269,0.2547,0.0439,0.0000
lfw,all,rgb,rgb/David_Heyman_0001.ppm,0.1746,0.1599,0.3621,0.2612,0.0680,0.0000
lfw,all,rgb,rgb/David_Heyman_0002.ppm,0.2322,0.1848,0.3796,0.1465,0.0054,0.0000
lfw,all,rgb,rgb/David_Heymann_0001.ppm,0.4079,0.4299,0.0116,0.0037,0.0096,0.0000
lfw,all,rgb,rgb/David_Heymann_0002.ppm,0.3312,0.4013,0.0533,0.0786,0.0435,0.0001
lfw,all,rgb,rgb/David_Heymann_0003.ppm,0.3612,0.4062,0.0222,0.0132,0.1607,0.0001
lfw,all,rgb,rgb/David_Heymann_0004.ppm,0.3462,0.4014,0.0393,0.0356,0.1173,0.0179
lfw,all,rgb,rgb/David_Heymann_0005.ppm,0.3942,0.4003,0.0118,0.0070,0.0894,0.0037
lfw,all,rgb,rgb/David_Hilt_0001.ppm,0.1957,0.2261,0.2896,0.2396,0.0044,0.0001
lfw,all,rgb,rgb/David_Ho_0001.ppm,0.1502,0.2452,0.9388,0.9660,0.0053,0.0081
lfw,all,rgb,rgb/David_Howard_0001.ppm,0.3992,0.2616,0.2671,0.0919,0.2791,0.0016
lfw,all,rgb,rgb/David_Hyde_Pierce_0001.ppm,0.3015,0.3584,0.1320,0.1456,0.0172,0.0000
lfw,all,rgb,rgb/David_Hyde_Pierce_0002.ppm,0.3592,0.3237,0.1517,0.0406,0.0094,0.0539
lfw,all,rgb,rgb/David_Hyde_Pierce_0003.ppm,0.3043,0.3277,0.1227,0.0669,0.0600,0.0004
lfw,all,rgb,rgb/David_Hyde_Pierce_0004.ppm,0.3109,0.3337,0.0808,0.0495,0.0024,0.0000
lfw,all,rgb,rgb/David_Kelley_0001.ppm,0.2428,0.2506,0.1897,0.1565,0.5956,0.0005
lfw,all,rgb,rgb/David_Kelley_0002.ppm,0.2098,0.2315,0.2712,0.2472,0.0669,0.0003
lfw,all,rgb,rgb/David_Kelly_0001.ppm,0.3043,0.3325,0.0828,0.0748,0.1104,0.0006
lfw,all,rgb,rgb/David_Leahy_0001.ppm,0.2497,0.3197,0.2014,0.1601,0.0221,0.0003
lfw,all,rgb,rgb/David_Leahy_0002.ppm,0.2618,0.2701,0.1691,0.1399,0.0300,0.0000
lfw,all,rgb,rgb/David_McCallum_0001.ppm,0.3796,0.3393,0.0441,0.0113,0.0044,0.0002
lfw,all,rgb,rgb/David_McCullough_0001.ppm,0.2667,0.1451,0.3889,0.2483,0.2909,0.0000
lfw,all,rgb,rgb/David_McKiernan_0001.ppm,0.3228,0.2762,0.1939,0.0669,0.2210,0.0002
lfw,all,rgb,rgb/David_Millar_0001.ppm,0.2298,0.2469,0.1758,0.1354,0.0182,0.0535
lfw,all,rgb,rgb/David_Modell_0001.ppm,0.1221,0.1923,0.4409,0.4295,0.0015,0.0004
lfw,all,rgb,rgb/David_Montoya_0001.ppm,0.3734,0.3285,0.0267,0.0061,0.0029,0.0097
lfw,all,rgb,rgb/David_Myers_0001.ppm,0.3658,0.3818,0.0430,0.0429,0.0078,0.0459
lfw,all,rgb,rgb/David_Myers_0002.ppm,0.4009,0.3929,0.0603,0.0559,0.0070,0.0231
lfw,all,rgb,rgb/David_Nalbandian_0001.ppm,0.2038,0.2960,0.1691,0.3382,0.0094,0.0122
lfw,all,rgb,rgb/David_Nalbandian_0002.ppm,0.2089,0.2080,0.4649,0.4329,0.0167,0.0891
lfw,all,rgb,rgb/David_Nalbandian_0003.ppm,0.3271,0.3379,0.0630,0.0561,0.0012,0.0000
lfw,all,rgb,rgb/David_Nalbandian_0004.ppm,0.2672,0.2899,0.1187,0.1374,0.1839,0.0013
lfw,all,rgb,rgb/David_Nalbandian_0005.ppm,0.2350,0.2300,0.1932,0.1445,0.2440,0.0060
lfw,all,rgb,rgb/David_Nalbandian_0006.ppm,0.1824,0.1520,0.5323,0.4011,0.0388,0.0342
lfw,all,rgb,rgb/David_Nalbandian_0007.ppm,0.2447,0.2873,0.1366,0.1462,0.0930,0.0015
lfw,all,rgb,rgb/David_Nalbandian_0008.ppm,0.2545,0.3242,0.0564,0.0901,0.0130,0.0006
lfw,all,rgb,rgb/David_Nalbandian_0009.ppm,0.2116,0.2328,0.1906,0.1581,0.0169,0.0004
lfw,all,rgb,rgb/David_Nalbandian_0010.ppm,0.3031,0.3089,0.1027,0.0875,0.0175,0.0075
lfw,all,rgb,rgb/David_Nalbandian_0011.ppm,0.2377,0.2448,0.2188,0.2429,0.0156,0.0007
lfw,all,rgb,rgb/David_Nalbandian_0012.ppm,0.2288,0.2912,0.1364,0.1807,0.0157,0.0003
lfw,all,rgb,rgb/David_Nalbandian_0013.ppm,0.2233,0.2655,0.2287,0.2575,0.0284,0.0008
lfw,all,rgb,rgb/David_Nalbandian_0014.ppm,0.2757,0.2664,0.2323,0.2409,0.0574,0.1442
lfw,all,rgb,rgb/David_Obey_0001.ppm,0.1049,0.2308,0.4525,0.6808,0.0022,0.0000
lfw,all,rgb,rgb/David_Oh_0001.ppm,0.0372,0.0556,0.6430,0.6578,0.2866,0.0003
lfw,all,rgb,rgb/David_Provost_0001.ppm,0.2446,0.2982,0.2116,0.1440,0.0015,0.0001
lfw,all,rgb,rgb/David_Przybyszewski_0001.ppm,0.0849,0.0776,0.6789,0.3753,0.0451,0.0001
lfw,all,rgb,rgb/David_Rivkin_Jr_0001.ppm,0.3467,0.3161,0.1802,0.0489,0.0440,0.0007
lfw,all,rgb,rgb/David_Scott_Morris_0001.ppm,0.2256,0.2680,0.2628,0.1656,0.0024,0.0000
lfw,all,rgb,rgb/David_Shayler_0001.ppm,0.2660,0.3068,0.1689,0.2144,0.0733,0.0020
lfw,all,rgb,rgb/David_Sibleyk_0001.ppm,0.2276,0.1526,0.6097,0.2955,0.0056,0.0078
lfw,all,rgb,rgb/David_Siegel_0001.ppm,0.3597,0.4186,0.0305,0.0207,0.0143,0.0439
lfw,all,rgb,rgb/David_Sousa_0001.ppm,0.1384,0.1576,0.4385,0.3651,0.1795,0.0000
lfw,all,rgb,rgb/David_Spade_0001.ppm,0.2573,0.2534,0.2161,0.2216,0.0057,0.0001
lfw,all,rgb,rgb/David_Spade_0002.ppm,0.2852,0.3538,0.0727,0.1306,0.0182,0.0002
lfw,all,rgb,rgb/David_Stern_0001.ppm,0.1613,0.2300,0.3770,0.2952,0.0017,0.0000
lfw,all,rgb,rgb/David_Stern_0002.ppm,0.0889,0.0463,0.8221,0.6185,0.0056,0.0005
lfw,all,rgb,rgb/David_Stern_0003.ppm,0.1824,0.1454,0.4228,0.3567,0.0020,0.0107
lfw,all,rgb,rgb/David_Stern_0004.ppm,0.2135,0.2890,0.1344,0.2323,0.0316,0.0002
lfw,all,rgb,rgb/David_Suazo_0001.ppm,0.3030,0.3070,0.0750,0.1222,0.0237,0.0131
lfw,all,rgb,rgb/David_Surrett_0001.ppm,0.0359,0.0372,0.7833,0.6987,0.0043,0.0066
lfw,all,rgb,rgb/David_Tornberg_0001.ppm,0.2875,0.2720,0.1717,0.1808,0.0018,0.0067
lfw,all,rgb,rgb/David_Trimble_0001.ppm,0.2460,0.2608,0.1901,0.1206,0.0225,0.0000
lfw,all,rgb,rgb/David_Trimble_0002.ppm,0.1927,0.2180,0.2072,0.2268,0.2484,0.0000
lfw,all,rgb,rgb/David_Trimble_0003.ppm,0.3024,0.3479,0.1054,0.0745,0.1766,0.0000
lfw,all,rgb,rgb/David_Trimble_0004.ppm,0.3201,0.3352,0.0534,0.0631,0.2232,0.0000
lfw,all,rgb,rgb/David_Trimble_0005.ppm,0.2664,0.2513,0.1912,0.1509,0.2175,0.0000
lfw,all,rgb,rgb/David_Welch_0001.ppm,0.2912,0.3095,0.0790,0.0459,0.0177,0.0000
lfw,all,rgb,rgb/David_Wells_0001.ppm,0.2092,0.2084,0.3310,0.2270,0.0079,0.0002
lfw,all,rgb,rgb/David_Wells_0002.ppm,0.3080,0.3321,0.0912,0.0888,0.0077,0.0000
lfw,all,rgb,rgb/David_Wells_0003.ppm,0.2661,0.2713,0.0723,0.1176,0.0449,0.0031
lfw,all,rgb,rgb/David_Wells_0004.ppm,0.2728,0.2952,0.0954,0.0872,0.0252,0.0012
lfw,all,rgb,rgb/David_Wells_0005.ppm,0.2255,0.2011,0.2340,0.2610,0.0210,0.0004
lfw,all,rgb,rgb/David_Wells_0006.ppm,0.0969,0.1358,0.4066,0.4141,0.0082,0.0000
lfw,all,rgb,rgb/David_Wells_0007.ppm,0.2068,0.2263,0.0938,0.2070,0.0049,0.0009
lfw,all,rgb,rgb/David_Westerfield_0001.ppm,0.1563,0.2145,0.2386,0.2366,0.0127,0.0043
lfw,all,rgb,rgb/David_Wolf_0001.ppm,0.3202,0.4120,0.0328,0.0682,0.0022,0.0000
lfw,all,rgb,rgb/David_Wolf_0002.ppm,0.0698,0.0701,0.5522,0.4718,0.0252,0.0001
lfw,all,rgb,rgb/David_Zeplowitz_0001.ppm,0.2651,0.2490,0.1891,0.1729,0.0547,0.0001
lfw,all,rgb,rgb/Davis_Love_III_0001.ppm,0.2044,0.3018,0.1365,0.2157,0.1112,0.0000
lfw,all,rgb,rgb/Dawn_Staley_0001.ppm,0.3880,0.4125,0.0548,0.0158,0.3106,0.9726
lfw,all,rgb,rgb/Dawna_LoPiccolo_0001.ppm,0.1513,0.2253,0.2366,0.4457,0.1287,0.0000
lfw,all,rgb,rgb/Dean_Barker_0001.ppm,0.3340,0.3534,0.0736,0.0546,0.0068,0.0000
lfw,all,rgb,rgb/Dean_Barkley_0001.ppm,0.2948,0.3431,0.1381,0.1751,0.0059,0.1110
lfw,all,rgb,rgb/Dean_Barkley_0002.ppm,0.2776,0.3112,0.1081,0.1183,0.0301,0.0000
lfw,all,rgb,rgb/Dean_Barkley_0003.ppm,0.1579,0.2658,0.2986,0.4105,0.0673,0.0000
lfw,all,rgb,rgb/Dean_Barkley_0004.ppm,0.1538,0.2215,0.3522,0.5509,0.0335,0.0001
lfw,all,rgb,rgb/Dean_Jacek_0001.ppm,0.2264,0.2361,0.2313,0.2355,0.1122,0.0003
lfw,all,rgb,rgb/Dean_Sheremet_0001.ppm,0.1580,0.0933,0.4591,0.3465,0.0118,0.0000
lfw,all,rgb,rgb/Deb_Santos_0001.ppm,0.3646,0.3151,0.1049,0.0214,0.1266,0.0001
lfw,all,rgb,rgb/Debbie_Allen_0001.ppm,0.2590,0.1733,0.2636,0.1815,0.0007,0.0051
lfw,all,rgb,rgb/Debbie_Reynolds_0001.ppm,0.3533,0.3329,0.0447,0.0351,0.0375,0.3657
lfw,all,rgb,rgb/Debbie_Reynolds_0002.ppm,0.2890,0.2191,0.2756,0.1178,0.0135,0.4068
lfw,all,rgb,rgb/Debbie_Reynolds_0003.ppm,0.2829,0.2972,0.1162,0.1320,0.0224,0.0262
lfw,all,rgb,rgb/Debbie_Reynolds_0004.ppm,0.2874,0.3151,0.1412,0.1084,0.0168,0.6176
lfw,all,rgb,rgb/Debra_Brown_0001.ppm,0.3201,0.3908,0.0812,0.0245,0.0180,0.0004
lfw,all,rgb,rgb/Debra_Brown_0002.ppm,0.2184,0.2313,0.4828,0.1362,0.0735,0.0033
lfw,all,rgb,rgb/Debra_Messing_0001.ppm,0.2828,0.2754,0.1255,0.1495,0.1959,0.0007
lfw,all,rgb,rgb/Debra_Messing_0002.ppm,0.2550,0.3101,0.1176,0.1518,0.0297,0.0000
lfw,all,rgb,rgb/Debra_Messing_0003.ppm,0.3330,0.3384,0.0702,0.0838,0.0013,0.0003
lfw,all,rgb,rgb/Debra_Rose_0001.ppm,0.2887,0.2852,0.1797,0.0929,0.3788,0.0202
lfw,all,rgb,rgb/Debra_Shank_0001.ppm,0.1742,0.3427,0.1879,0.3293,0.0070,0.0005
lfw,all,rgb,rgb/Debra_Yang_0001.ppm,0.2693,0.2710,0.2271,0.1911,0.1252,0.0572
lfw,all,rgb,rgb/Deece_Eckstein_0001.ppm,0.2744,0.3108,0.1864,0.1402,0.0069,0.0005
lfw,all,rgb,rgb/Deena_Burnett_0001.ppm,0.3606,0.3245,0.1149,0.0311,0.0039,0.0087
lfw,all,rgb,rgb/Deepa_Mehta_0001.ppm,0.2272,0.2892,0.2028,0.1005,0.3163,0.0046
lfw,all,rgb,rgb/Della_Clara_0001.ppm,0.2802,0.2755,0.1275,0.1820,0.0164,0.0608
lfw,all,rgb,rgb/Delphine_Chuillot_0001.ppm,0.2147,0.1150,0.4896,0.2270,0.0030,0.0182
lfw,all,rgb,rgb/Demetrin_Veal_0001.ppm,0.2044,0.2509,0.2811,0.3554,0.0001,0.0010
lfw,all,rgb,rgb/Demetrius_Ferraciu_0001.ppm,0.2926,0.2809,0.1937,0.1437,0.4029,0.0139
lfw,all,rgb,rgb/Demetrius_Ferraciu_0002.ppm,0.2108,0.2390,0.3882,0.2555,0.1008,0.0054
lfw,all,rgb,rgb/Demi_Moore_0001.ppm,0.3046,0.2302,0.2371,0.1088,0.0124,0.0033
lfw,all,rgb,rgb/Demi_Moore_0002.ppm,0.3092,0.3485,0.0964,0.0788,0.0004,0.0126
lfw,all,rgb,rgb/Demi_Moore_0003.ppm,0.2611,0.3218,0.1228,0.1615,0.0040,0.0063
lfw,all,rgb,rgb/Demi_Moore_0004.ppm,0.3811,0.3303,0.0757,0.0151,0.0283,0.0053
lfw,all,rgb,rgb/Denis_Coderre_0001.ppm,0.2810,0.3236,0.0760,0.0850,0.0727,0.0000
lfw,all,rgb,rgb/Denis_Fassou-Nguesso_0001.ppm,0.2651,0.2024,0.2385,0.2692,0.0071,0.0002
lfw,all,rgb,rgb/Denise_Johnson_0001.ppm,0.2864,0.3483,0.0786,0.1233,0.0037,0.0022
lfw,all,rgb,rgb/Denise_Johnson_0002.ppm,0.0350,0.0328,0.7830,0.6194,0.0007,0.0321
lfw,all,rgb,rgb/Denise_Locke_0001.ppm,0.4079,0.3658,0.0175,0.0066,0.0071,0.0074
lfw,all,rgb,rgb/Denise_van_Outen_0001.ppm,0.3198,0.2947,0.1347,0.0273,0.0002,0.0030
lfw,all,rgb,rgb/Deniz_Baykal_0001.ppm,0.3556,0.3063,0.1557,0.0673,0.0163,0.0043
lfw,all,rgb,rgb/Dennis_Archer_0001.ppm,0.2726,0.2941,0.2474,0.1183,0.0031,0.0007
lfw,all,rgb,rgb/Dennis_Erickson_0001.ppm,0.2983,0.3093,0.1647,0.1215,0.0107,0.0030
lfw,all,rgb,rgb/Dennis_Erickson_0002.ppm,0.2835,0.2883,0.2624,0.1767,0.0169,0.0005
lfw,all,rgb,rgb/Dennis_Franchione_0001.ppm,0.2082,0.2821,0.1693,0.3188,0.1003,0.0007
lfw,all,rgb,rgb/Dennis_Hastert_0001.ppm,0.1563,0.1240,0.4068,0.3244,0.0008,0.0000
lfw,all,rgb,rgb/Dennis_Hastert_0002.ppm,0.0973,0.0966,0.5102,0.4576,0.0081,0.0000
lfw,all,rgb,rgb/Dennis_Hastert_0003.ppm,0.1921,0.1719,0.4685,0.3526,0.0002,0.0021
lfw,all,rgb,rgb/Dennis_Hastert_0004.ppm,0.0986,0.1057,0.6010,0.4945,0.0037,0.0001
lfw,all,rgb,rgb/Dennis_Hastert_0005.ppm,0.1139,0.2017,0.3261,0.3506,0.0759,0.0000
lfw,all,rgb,rgb/Dennis_Hastert_0006.ppm,0.0630,0.1395,0.3408,0.5075,0.0056,0.0000
lfw,all,rgb,rgb/Dennis_Johnson_0001.ppm,0.2332,0.1619,0.5089,0.4094,0.0842,0.7228
lfw,all,rgb,rgb/Dennis_Kozlowski_0001.ppm,0.1495,0.1240,0.4899,0.3128,0.0063,0.0001
lfw,all,rgb,rgb/Dennis_Kozlowski_0002.ppm,0.2728,0.2704,0.2015,0.1143,0.0026,0.0000
lfw,all,rgb,rgb/Dennis_Kucinich_0001.ppm,0.2632,0.2932,0.1898,0.2256,0.1337,0.0016
lfw,all,rgb,rgb/Dennis_Kucinich_0002.ppm,0.2871,0.2809,0.1608,0.1558,0.2738,0.3411
lfw,all,rgb,rgb/Dennis_Kucinich_0003.ppm,0.3073,0.3267,0.1268,0.1417,0.0800,0.0685
lfw,all,rgb,rgb/Dennis_Kucinich_0004.ppm,0.2289,0.2392,0.2964,0.2191,0.0932,0.0587
lfw,all,rgb,rgb/Dennis_Kucinich_0005.ppm,0.2898,0.2718,0.1562,0.1246,0.1110,0.0024
lfw,all,rgb,rgb/Dennis_Kucinich_0006.ppm,0.3366,0.3401,0.0667,0.0464,0.5589,0.0028
lfw,all,rgb,rgb/Dennis_Kucinich_0007.ppm,0.3103,0.3386,0.0965,0.1606,0.0848,0.0002
lfw,all,rgb,rgb/Dennis_Miller_0001.ppm,0.3327,0.3435,0.0557,0.0465,0.0354,0.0004
lfw,all,rgb,rgb/Dennis_Oswald_0001.ppm,0.2591,0.2484,0.2237,0.1450,0.0212,0.0000
lfw,all,rgb,rgb/Dennis_Powell_0001.ppm,0.3506,0.4144,0.0711,0.0286,0.0080,0.0038
lfw,all,rgb,rgb/Dennis_Powell_0002.ppm,0.1867,0.2536,0.2756,0.2411,0.1517,0.0000
lfw,all,rgb,rgb/Denys_Arcand_0001.ppm,0.0358,0.0458,0.6650,0.5961,0.1751,0.0000
lfw,all,rgb,rgb/Denzel_Washington_0001.ppm,0.2852,0.3140,0.0970,0.1080,0.0709,0.0012
lfw,all,rgb,rgb/Denzel_Washington_0002.ppm,0.3282,0.2468,0.1884,0.0997,0.0011,0.0014
lfw,all,rgb,rgb/Denzel_Washington_0003.ppm,0.2254,0.2365,0.1780,0.2279,0.0858,0.0002
lfw,all,rgb,rgb/Denzel_Washington_0004.ppm,0.3108,0.3095,0.0969,0.0721,0.0036,0.0920
lfw,all,rgb,rgb/Denzel_Washington_0005.ppm,0.2566,0.2220,0.1977,0.1517,0.0577,0.0000
lfw,all,rgb,rgb/Dereck_Whittenburg_0001.ppm,0.3218,0.2955,0.0442,0.0363,0.4182,0.0030
lfw,all,rgb,rgb/Derek_Abney_0001.ppm,0.3914,0.4147,0.0186,0.0113,0.0171,0.0183
lfw,all,rgb,rgb/Derek_Bond_0001.ppm,0.3096,0.3072,0.1422,0.1272,0.1017,0.0058
lfw,all,rgb,rgb/Derek_Jeter_0001.ppm,0.3013,0.3867,0.1344,0.1185,0.0026,0.0045
lfw,all,rgb,rgb/Derek_Jeter_0002.ppm,0.1393,0.1881,0.2971,0.4542,0.1108,0.0001
lfw,all,rgb,rgb/Derek_Jeter_0003.ppm,0.1782,0.1369,0.2947,0.3115,0.0781,0.0000
